Customer_ID,Transaction_Date,Amount,Merchant_Category,Merchant_ID,Card_Type,Transaction_Type,Country,Is_International,Is_Chip,Is_Pin_Used,Distance_From_Home,Hour_of_Day,Device_Type,Fraud_Flag
42476,2024-06-11 23:54:51,171.64,Clothing,8156,Debit,Online,India,0,0,0,7.48,23,Terminal,0
84839,2024-09-18 04:31:05,173.68,Health,7652,Credit,Online,UK,0,0,0,5.54,4,Terminal,0
68645,2024-10-06 08:49:49,25.27,Travel,4316,Gold,Online,Singapore,0,0,0,3.53,8,Web,0
69989,2024-03-08 07:33:49,46.71,Groceries,8581,Debit,ATM,Canada,0,0,0,1.01,7,Mobile,0
66915,2024-11-18 23:42:23,67.49,Groceries,4062,Credit,Online,Germany,0,0,0,0.8,23,Mobile,0
40184,2025-08-23 08:30:48,154.76,Entertainment,4037,Gold,ATM,Germany,0,0,0,3.18,8,Terminal,0
21437,2024-12-09 21:19:26,264.18,Online Services,1314,Platinum,ATM,Singapore,1,1,0,3.01,21,Terminal,0
45660,2024-07-25 01:58:47,51.22,Clothing,2177,Gold,Online,France,1,0,0,7.78,1,Terminal,0
71616,2024-05-17 15:03:37,83.09,Food,8066,Platinum,Online,UK,0,0,0,6.82,15,Web,0
19672,2025-07-11 07:44:01,98.06,Fuel,3720,Debit,Online,India,0,0,0,10.82,7,Terminal,0
17866,2024-01-31 16:54:56,403.66,Groceries,6942,Gold,POS,France,0,0,0,1.9,16,Web,0
92316,2025-02-10 12:52:25,94.63,Groceries,2970,Gold,Online,USA,1,1,0,11.55,12,Mobile,0
36293,2024-06-21 17:05:15,44.29,Health,7733,Debit,POS,Canada,0,0,1,2.68,17,Terminal,0
20188,2024-03-03 04:05:01,105.03,Electronics,9159,Platinum,Online,Singapore,0,1,0,0.19,4,Mobile,0
64467,2025-08-20 13:43:31,67.62,Food,4005,Credit,ATM,India,0,0,0,11.45,13,Web,0
14242,2024-09-08 05:54:06,72.87,Groceries,1705,Platinum,Online,India,0,1,0,4.97,5,Web,0
11443,2024-09-17 07:30:11,96.55,Entertainment,1440,Debit,ATM,UK,0,0,0,4.64,7,Web,0
94895,2025-03-01 22:35:19,80.55,Health,7345,Platinum,Online,UK,0,0,0,5.06,22,Web,0
77791,2024-06-30 01:37:49,318.45,Electronics,5958,Credit,POS,Singapore,0,0,1,2.69,1,Mobile,0
48074,2024-08-05 05:30:27,184.88,Utilities,5880,Debit,Online,France,0,1,0,1.55,5,Web,0
61741,2024-07-11 03:44:09,128.61,Utilities,2961,Credit,Online,France,0,1,1,6.2,3,Web,0
94095,2024-08-07 05:43:26,247.4,Health,4141,Debit,Online,France,0,1,0,1.5,5,Terminal,0
52242,2024-12-02 09:24:55,40.89,Clothing,7810,Debit,ATM,Germany,0,1,1,1.32,9,Web,0
10197,2025-02-20 15:43:22,54.23,Electronics,7644,Debit,POS,Canada,0,1,0,2.38,15,Terminal,0
82155,2025-09-01 08:29:10,96.78,Groceries,2333,Credit,Online,Singapore,0,1,0,3.21,8,Terminal,0
92861,2025-09-14 13:16:06,449.35,Groceries,7245,Debit,Online,UK,0,1,1,4.9,13,Mobile,0
87916,2024-03-28 06:49:32,71.56,Health,7021,Debit,ATM,UK,0,0,0,6.14,6,Mobile,0
18246,2025-09-22 16:18:01,16.26,Clothing,7964,Gold,POS,Canada,1,0,0,0.53,16,Mobile,0
26547,2024-04-09 02:04:20,83.63,Entertainment,2552,Credit,ATM,India,0,0,0,7.0,2,Web,0
57772,2024-05-11 13:46:42,118.01,Travel,7354,Credit,ATM,Singapore,0,0,0,9.98,13,Terminal,0
98423,2024-06-18 01:14:43,65.41,Travel,8832,Credit,ATM,Canada,0,1,0,1.05,1,Web,0
97674,2025-08-08 00:58:14,276.5,Fuel,1230,Credit,POS,France,0,0,0,4.34,0,Mobile,0
74727,2025-03-27 13:49:38,19.07,Utilities,5827,Gold,POS,Australia,0,1,0,10.11,13,Terminal,0
34050,2024-04-29 03:05:08,22.74,Electronics,1022,Gold,ATM,Australia,0,0,0,4.79,3,Terminal,0
41005,2024-07-31 17:22:26,57.35,Health,1553,Credit,ATM,India,0,0,0,2.22,17,Mobile,0
36695,2025-06-10 02:58:49,128.49,Food,2708,Credit,ATM,Canada,0,1,0,10.68,2,Web,0
95322,2024-06-29 10:54:54,171.14,Health,7157,Gold,ATM,USA,1,1,0,2.98,10,Terminal,0
61297,2025-01-26 23:05:56,138.61,Clothing,5635,Platinum,POS,Canada,0,0,1,0.47,23,Mobile,0
50604,2024-06-20 11:42:10,222.23,Clothing,8518,Debit,Online,Germany,0,0,0,6.29,11,Web,0
34244,2025-07-20 21:29:05,178.84,Electronics,9611,Credit,Online,France,1,0,0,1.76,21,Mobile,0
15088,2025-09-08 17:50:01,282.09,Fuel,2133,Platinum,ATM,Australia,0,1,0,10.58,17,Mobile,0
15662,2025-06-30 07:35:21,29.36,Entertainment,7826,Debit,Online,Australia,0,1,0,2.01,7,Terminal,0
69863,2024-01-13 16:34:53,63.7,Utilities,9707,Platinum,POS,Singapore,0,0,1,6.45,16,Mobile,0
24169,2024-06-26 01:39:15,93.1,Food,6721,Debit,POS,Australia,0,1,0,16.61,1,Web,0
27334,2024-03-14 08:17:34,295.25,Entertainment,6705,Gold,Online,France,0,1,0,5.29,8,Mobile,0
94186,2025-04-01 16:12:42,154.97,Travel,6551,Debit,Online,Canada,0,0,0,1.74,16,Web,0
17237,2024-07-07 21:46:05,29.72,Food,1512,Debit,ATM,USA,0,0,0,0.05,21,Mobile,0
37936,2024-03-16 22:20:03,137.98,Groceries,3911,Debit,Online,Germany,0,1,0,5.05,22,Terminal,0
16235,2025-05-16 11:55:43,62.21,Utilities,4790,Platinum,Online,UK,0,0,0,3.81,11,Mobile,0
30282,2024-06-13 16:20:01,73.66,Entertainment,2823,Platinum,POS,Singapore,0,0,0,1.21,16,Terminal,0
20973,2024-11-06 03:09:49,84.94,Travel,9446,Gold,ATM,India,0,1,0,1.06,3,Terminal,0
22812,2024-04-02 18:02:43,623.94,Electronics,5989,Debit,Online,Australia,0,0,0,3.41,18,Web,0
93805,2025-09-28 15:26:46,74.38,Health,7710,Gold,ATM,France,0,0,0,7.61,15,Web,0
94427,2024-03-28 11:31:59,154.28,Groceries,9008,Gold,ATM,UK,0,0,0,25.36,11,Mobile,0
66381,2024-06-30 22:40:15,123.21,Fuel,1574,Debit,POS,India,0,0,0,0.53,22,Mobile,0
51800,2025-02-24 07:52:17,178.15,Health,4530,Debit,POS,France,0,1,1,18.72,7,Terminal,0
22528,2024-04-07 10:02:14,108.74,Clothing,8513,Gold,ATM,USA,0,0,0,1.02,10,Web,0
68854,2024-06-01 16:36:08,70.19,Entertainment,5273,Credit,ATM,Singapore,0,0,0,14.97,16,Mobile,0
12925,2024-03-31 19:01:49,261.77,Utilities,4374,Debit,Online,India,0,0,0,7.02,19,Mobile,0
70901,2024-10-18 03:32:46,134.85,Travel,5393,Gold,POS,France,0,0,0,2.47,3,Terminal,0
67760,2024-09-12 05:13:15,49.62,Groceries,6270,Platinum,POS,UK,0,0,0,0.32,5,Web,0
40117,2024-06-07 01:06:49,56.96,Electronics,9465,Platinum,ATM,France,1,0,1,6.97,1,Terminal,0
50143,2025-01-07 19:37:23,43.94,Entertainment,6603,Debit,Online,UK,0,1,0,3.35,19,Web,0
34762,2024-05-27 15:13:08,128.78,Health,8551,Credit,ATM,UK,0,0,0,0.21,15,Terminal,0
97498,2025-04-30 10:29:00,40.28,Fuel,3786,Debit,ATM,India,0,0,0,0.44,10,Web,0
30832,2025-03-31 06:01:02,24.28,Online Services,4771,Debit,ATM,UK,1,0,0,6.77,6,Terminal,0
68205,2025-05-02 18:26:54,314.63,Travel,3136,Debit,ATM,Canada,0,0,0,5.13,18,Web,0
91018,2024-06-24 21:11:58,120.84,Electronics,9320,Debit,Online,Germany,1,1,0,0.26,21,Terminal,0
84204,2024-08-27 22:46:13,203.52,Groceries,7944,Gold,POS,USA,0,1,1,6.46,22,Mobile,0
89483,2025-09-16 07:55:21,51.43,Online Services,2912,Gold,Online,France,0,0,0,1.71,7,Mobile,0
11772,2024-10-07 01:52:07,309.98,Fuel,7331,Credit,POS,Germany,0,0,0,14.15,1,Mobile,0
42866,2024-08-10 23:08:03,165.18,Health,2349,Debit,Online,UK,0,0,0,5.1,23,Mobile,0
61139,2025-09-29 15:40:38,209.39,Entertainment,3724,Gold,Online,India,0,0,0,7.79,15,Web,0
54106,2024-08-05 20:05:33,42.64,Groceries,3084,Platinum,Online,France,0,0,0,10.13,20,Mobile,0
67194,2024-10-23 07:28:41,164.59,Health,7967,Gold,Online,UK,1,0,0,3.56,7,Mobile,0
99071,2025-02-06 19:35:29,78.38,Utilities,4355,Debit,POS,Australia,0,0,0,1.56,19,Terminal,0
61887,2024-02-23 16:09:50,58.72,Online Services,5144,Gold,ATM,Canada,0,1,1,5.98,16,Mobile,0
54253,2025-02-19 23:33:42,317.92,Food,5734,Debit,Online,USA,0,1,0,2.55,23,Web,0
86059,2024-07-03 17:37:43,90.1,Health,8770,Credit,ATM,Australia,0,0,0,0.67,17,Web,0
32553,2025-01-08 06:40:02,507.83,Fuel,8264,Platinum,Online,India,0,0,0,0.24,6,Mobile,0
71546,2025-03-01 23:16:38,37.77,Online Services,3222,Credit,POS,Singapore,1,0,0,5.08,23,Mobile,0
63308,2025-02-08 10:52:08,115.62,Entertainment,7821,Platinum,ATM,Canada,0,0,0,9.22,10,Terminal,0
34772,2025-06-08 09:59:12,312.8,Clothing,5393,Platinum,ATM,UK,0,1,0,16.32,9,Terminal,0
47527,2025-03-13 07:23:56,90.41,Health,7898,Gold,ATM,India,0,0,0,0.05,7,Web,0
25400,2024-05-18 05:50:49,168.62,Fuel,4637,Debit,POS,Australia,0,0,0,0.43,5,Web,0
36346,2025-02-06 06:33:39,68.24,Travel,8179,Gold,Online,UK,0,0,0,1.49,6,Terminal,0
48265,2025-02-09 22:23:16,53.9,Utilities,3572,Credit,ATM,Singapore,0,1,0,2.33,22,Web,0
76350,2024-02-22 09:34:53,154.4,Health,8626,Gold,ATM,UK,0,0,0,2.86,9,Web,0
73637,2025-06-25 02:46:18,43.19,Travel,3043,Platinum,ATM,Canada,0,1,0,5.39,2,Mobile,0
36887,2025-03-25 12:42:54,220.28,Groceries,4712,Gold,ATM,India,0,0,0,2.91,12,Web,0
23406,2024-08-01 01:12:59,29.36,Electronics,7196,Gold,POS,Australia,0,1,0,9.66,1,Mobile,0
22440,2024-07-29 16:29:15,301.68,Electronics,4100,Debit,ATM,France,0,0,1,6.92,16,Terminal,0
42367,2025-01-24 23:30:49,197.86,Health,5864,Debit,Online,Australia,0,1,0,8.41,23,Terminal,0
42007,2024-03-09 18:47:04,60.72,Utilities,2179,Credit,POS,India,0,1,0,4.36,18,Terminal,0
53111,2024-03-09 09:57:40,101.68,Online Services,7121,Credit,Online,USA,0,1,0,1.05,9,Terminal,0
70155,2025-07-30 07:51:47,52.6,Fuel,7989,Credit,ATM,India,0,0,0,0.13,7,Terminal,0
38068,2025-06-14 07:42:03,57.06,Online Services,2780,Debit,ATM,USA,0,0,0,0.22,7,Web,0
38667,2024-08-10 11:09:51,67.08,Entertainment,8948,Debit,POS,UK,0,0,0,1.67,11,Terminal,0
98108,2024-02-24 17:40:09,231.92,Clothing,5369,Gold,POS,Singapore,1,0,0,3.9,17,Web,0
59676,2024-10-31 09:42:59,25.5,Groceries,4300,Gold,ATM,India,0,0,0,1.67,9,Web,0
68761,2025-06-21 06:27:07,90.56,Utilities,6950,Gold,POS,Australia,1,0,1,9.78,6,Web,0
52887,2024-04-22 14:47:49,70.18,Health,8753,Gold,POS,Canada,0,1,0,14.49,14,Web,0
44333,2024-06-22 08:44:24,73.98,Online Services,9627,Credit,Online,Australia,0,0,1,7.68,8,Terminal,0
85870,2024-07-09 16:13:25,75.62,Health,5139,Debit,POS,USA,1,0,0,0.83,16,Terminal,1
48862,2024-04-15 15:02:48,82.7,Groceries,6773,Platinum,Online,USA,0,1,0,2.14,15,Web,0
50883,2025-01-31 17:36:00,26.44,Entertainment,8942,Credit,POS,UK,0,1,0,3.77,17,Mobile,0
83687,2025-05-17 00:49:34,97.09,Clothing,9486,Gold,POS,India,0,0,0,3.46,0,Terminal,0
43479,2025-07-02 11:14:10,39.2,Online Services,5819,Credit,Online,Singapore,0,0,1,2.78,11,Terminal,0
28146,2024-10-26 09:17:04,31.15,Fuel,4710,Credit,Online,Germany,0,1,1,3.88,9,Web,0
42823,2024-09-19 13:04:14,304.6,Clothing,8786,Debit,Online,France,0,0,0,7.61,13,Terminal,0
21740,2025-08-26 05:11:47,331.33,Fuel,3860,Platinum,ATM,India,0,1,0,3.39,5,Web,0
96758,2025-02-17 09:41:09,75.5,Health,7867,Credit,POS,Germany,1,0,0,5.47,9,Mobile,0
67308,2025-08-03 04:31:59,122.16,Food,9937,Platinum,ATM,France,0,0,0,0.78,4,Web,0
33024,2025-07-26 06:47:04,105.08,Food,4085,Credit,POS,Canada,0,0,0,4.4,6,Web,0
83326,2025-02-08 18:15:43,239.3,Online Services,8911,Gold,POS,India,0,0,0,2.33,18,Mobile,0
13505,2024-11-23 16:03:36,161.68,Utilities,5610,Platinum,ATM,Germany,0,0,0,1.76,16,Terminal,0
30587,2024-01-08 21:06:19,99.29,Entertainment,5405,Credit,POS,France,0,0,0,3.11,21,Web,0
95790,2024-06-15 22:57:27,120.3,Entertainment,1935,Debit,Online,France,0,1,0,4.45,22,Web,0
16539,2024-03-14 08:18:05,195.69,Electronics,4441,Platinum,Online,UK,0,0,0,13.19,8,Mobile,0
76690,2024-05-14 14:33:46,357.79,Clothing,9820,Gold,POS,Germany,0,0,0,9.78,14,Web,0
31238,2024-03-14 21:59:24,238.62,Health,3897,Credit,Online,Australia,1,1,0,5.14,21,Mobile,0
81264,2025-04-24 19:56:00,110.68,Food,3798,Debit,POS,UK,0,0,0,12.19,19,Mobile,0
75997,2025-05-15 13:10:10,116.19,Food,1169,Platinum,ATM,France,0,1,0,2.76,13,Terminal,0
10519,2024-01-15 02:59:22,57.17,Travel,1138,Debit,POS,Australia,0,0,0,8.69,2,Web,0
36633,2025-08-28 23:05:07,460.5,Entertainment,9532,Credit,ATM,Singapore,0,0,0,5.44,23,Web,0
74231,2025-09-11 05:47:34,149.21,Online Services,7085,Platinum,POS,India,1,0,0,1.63,5,Web,0
40550,2024-08-10 18:33:33,166.85,Online Services,5651,Debit,ATM,Australia,0,1,0,0.69,18,Terminal,0
66892,2025-05-14 03:22:30,76.02,Online Services,7155,Gold,Online,Singapore,0,0,0,15.69,3,Web,0
75244,2024-10-14 03:04:27,287.63,Health,5839,Debit,POS,France,0,1,0,6.95,3,Mobile,0
23922,2025-04-18 01:33:19,30.0,Groceries,9111,Debit,Online,France,1,0,0,3.23,1,Web,0
66638,2025-09-28 09:30:48,72.55,Fuel,6199,Gold,ATM,France,0,1,0,7.59,9,Mobile,0
83882,2024-08-28 02:45:46,228.14,Entertainment,2772,Credit,Online,USA,0,0,0,0.3,2,Mobile,0
41374,2025-09-29 03:30:07,138.59,Health,7304,Platinum,ATM,Germany,0,1,0,6.97,3,Web,0
46350,2024-04-21 23:50:24,75.16,Clothing,4123,Gold,POS,UK,0,1,0,2.97,23,Web,0
97586,2025-08-10 21:02:45,61.55,Groceries,2914,Credit,Online,France,0,1,0,4.18,21,Mobile,0
65285,2024-06-05 23:29:38,839.14,Travel,1519,Platinum,POS,Singapore,0,1,0,4.82,23,Terminal,0
95953,2024-06-26 13:19:56,49.03,Travel,3950,Platinum,ATM,India,0,0,0,0.75,13,Terminal,0
17139,2025-04-04 10:07:10,616.48,Entertainment,7516,Debit,Online,UK,0,0,0,2.11,10,Web,0
62089,2024-06-29 21:49:49,28.09,Travel,3856,Credit,ATM,India,0,1,0,0.94,21,Web,0
49610,2025-01-13 14:43:31,186.38,Electronics,4804,Platinum,Online,Canada,0,0,0,3.83,14,Web,0
48060,2025-06-15 07:14:36,246.04,Electronics,8632,Gold,ATM,Australia,0,0,1,7.36,7,Web,0
22460,2024-07-26 22:29:08,189.9,Food,3850,Gold,ATM,India,0,0,0,0.16,22,Web,0
57827,2025-02-06 17:42:05,83.86,Food,4858,Platinum,Online,USA,0,0,0,9.2,17,Terminal,0
56731,2025-01-03 20:50:55,34.32,Travel,4201,Platinum,ATM,France,1,0,0,8.33,20,Web,0
98275,2024-12-07 20:43:52,27.31,Clothing,4267,Gold,ATM,USA,0,0,0,3.43,20,Web,0
69476,2025-07-06 10:24:58,532.71,Utilities,6835,Debit,Online,USA,0,1,0,2.11,10,Web,0
51440,2024-07-19 11:07:11,47.44,Travel,4149,Credit,ATM,UK,1,1,1,0.39,11,Mobile,0
89694,2025-08-27 23:50:08,36.35,Travel,4762,Gold,ATM,Germany,0,1,0,2.02,23,Web,0
14120,2025-04-06 04:23:49,144.45,Food,7135,Credit,POS,India,1,0,0,1.31,4,Terminal,0
20126,2024-02-29 19:07:10,175.69,Groceries,9597,Credit,ATM,Australia,0,0,0,3.18,19,Web,0
50967,2024-02-20 19:54:58,106.49,Entertainment,7812,Debit,POS,Singapore,1,1,0,0.12,19,Web,0
18008,2025-09-05 19:03:19,556.71,Health,6835,Debit,ATM,Germany,0,1,0,16.44,19,Mobile,0
74915,2025-02-06 03:23:45,6.03,Fuel,3014,Gold,ATM,India,0,0,1,1.4,3,Web,0
86240,2024-02-29 07:27:24,157.17,Fuel,3516,Gold,Online,India,0,1,1,6.14,7,Mobile,0
96913,2025-06-14 21:04:13,36.0,Utilities,9824,Gold,POS,France,0,0,1,3.0,21,Mobile,0
39239,2025-09-29 04:08:32,93.03,Online Services,3059,Debit,ATM,Australia,0,0,0,1.94,4,Mobile,0
26158,2025-05-24 01:18:51,95.09,Clothing,5382,Gold,Online,Singapore,0,0,1,0.02,1,Web,1
13317,2025-04-19 08:58:45,23.46,Clothing,5857,Credit,POS,UK,0,0,1,1.07,8,Terminal,0
78254,2024-09-25 11:09:09,115.78,Groceries,1315,Platinum,POS,UK,1,0,0,5.88,11,Web,0
19448,2025-06-04 20:05:01,70.55,Utilities,4876,Gold,Online,Australia,0,0,0,1.82,20,Web,0
24065,2024-10-07 23:49:05,27.32,Food,6771,Credit,POS,Canada,0,1,0,3.04,23,Mobile,0
69021,2024-02-22 06:51:20,260.96,Online Services,3323,Platinum,ATM,India,0,0,0,6.98,6,Terminal,0
73010,2025-05-21 03:11:59,212.57,Groceries,6454,Debit,ATM,Canada,1,1,0,4.81,3,Terminal,0
52042,2024-10-19 10:45:09,145.01,Food,5384,Platinum,ATM,USA,0,1,0,3.53,10,Web,0
67311,2025-04-04 15:19:55,103.61,Utilities,8483,Credit,Online,Singapore,0,0,0,2.24,15,Web,0
84848,2024-10-08 01:10:31,56.15,Groceries,7752,Credit,POS,France,0,0,0,4.97,1,Mobile,0
65524,2025-04-17 06:24:38,137.53,Travel,5602,Platinum,POS,Germany,1,0,0,4.02,6,Terminal,0
83502,2025-06-29 18:50:35,36.07,Food,4744,Credit,POS,France,0,1,0,0.72,18,Terminal,0
20321,2025-05-26 23:10:17,768.59,Food,2117,Debit,Online,Germany,0,0,0,1.41,23,Terminal,0
18803,2025-04-13 13:38:04,325.24,Online Services,6470,Debit,POS,Germany,0,0,0,8.14,13,Web,0
51951,2024-06-25 22:42:39,65.7,Health,6853,Gold,POS,India,1,0,0,3.27,22,Terminal,0
77712,2025-01-17 04:07:52,54.15,Clothing,6754,Gold,POS,India,0,0,0,2.37,4,Terminal,0
69685,2024-10-04 11:41:33,34.28,Health,8747,Platinum,ATM,USA,1,1,0,8.68,11,Web,0
70594,2024-02-01 06:50:40,227.85,Clothing,5171,Credit,Online,Singapore,0,1,1,14.62,6,Terminal,0
37724,2025-08-08 17:12:45,69.57,Clothing,5176,Credit,ATM,Canada,0,0,0,1.06,17,Web,0
41412,2024-11-16 01:48:39,66.16,Health,5968,Debit,POS,India,0,0,0,4.34,1,Terminal,0
28471,2024-09-25 07:42:12,215.66,Fuel,5080,Debit,Online,France,0,1,1,0.83,7,Web,0
69468,2024-11-13 20:25:14,26.27,Food,4976,Gold,Online,USA,0,0,1,9.98,20,Web,0
26631,2025-02-18 09:50:10,189.55,Utilities,7553,Debit,Online,Singapore,1,0,0,0.63,9,Mobile,0
56123,2024-01-16 07:08:19,137.67,Online Services,6096,Gold,Online,Germany,0,0,1,5.26,7,Mobile,0
44273,2024-05-02 22:05:53,142.94,Groceries,8649,Platinum,ATM,France,0,1,0,0.28,22,Terminal,0
69971,2024-08-31 05:29:01,51.07,Electronics,4378,Platinum,ATM,India,0,1,0,5.02,5,Terminal,0
26611,2024-02-04 20:34:47,48.65,Utilities,1460,Credit,ATM,Canada,0,0,0,1.62,20,Mobile,0
91728,2024-09-10 20:05:25,27.21,Health,9395,Gold,POS,France,0,0,0,14.91,20,Web,0
17912,2025-08-25 05:07:08,277.27,Groceries,1540,Platinum,ATM,USA,0,0,0,1.44,5,Web,0
34841,2024-08-29 10:30:35,43.87,Food,7191,Credit,POS,Singapore,0,0,0,16.32,10,Terminal,0
44075,2025-05-17 02:09:41,42.04,Utilities,6832,Credit,POS,USA,0,1,0,3.49,2,Web,0
34603,2024-07-06 05:49:02,113.75,Utilities,7120,Debit,ATM,Canada,0,0,0,1.91,5,Web,0
85520,2025-01-18 22:18:42,256.59,Entertainment,6245,Credit,ATM,France,0,1,1,10.87,22,Mobile,0
32054,2024-09-11 01:37:22,70.98,Utilities,8277,Platinum,POS,Australia,1,1,0,0.36,1,Web,0
85370,2024-10-18 17:57:20,36.71,Groceries,7834,Gold,POS,USA,0,0,0,1.31,17,Web,0
24684,2025-01-09 07:46:15,31.01,Food,6046,Credit,ATM,Germany,0,0,0,5.66,7,Terminal,0
82023,2024-02-06 23:00:10,261.83,Utilities,1240,Credit,POS,UK,0,0,0,9.36,23,Terminal,0
82410,2025-03-19 07:25:11,74.61,Health,3823,Gold,POS,UK,1,0,0,1.24,7,Web,0
35219,2025-01-16 13:07:36,88.72,Online Services,9942,Gold,Online,Singapore,0,0,0,7.97,13,Mobile,0
75125,2024-11-29 23:04:37,117.19,Utilities,4251,Debit,ATM,UK,0,1,0,1.18,23,Web,0
60327,2025-07-20 10:36:10,144.26,Clothing,3777,Debit,ATM,UK,1,1,0,0.49,10,Terminal,0
54674,2025-02-14 19:21:12,49.38,Entertainment,7801,Platinum,Online,Canada,0,0,1,0.43,19,Web,1
64008,2024-07-03 06:17:55,143.28,Fuel,1723,Gold,ATM,UK,0,0,0,7.47,6,Terminal,0
51113,2024-06-27 18:23:01,73.26,Health,6003,Gold,ATM,USA,0,0,0,2.3,18,Web,0
20858,2024-11-19 03:37:28,59.3,Fuel,1680,Platinum,ATM,Germany,0,0,0,2.29,3,Web,0
17293,2024-12-13 21:37:49,83.03,Food,1973,Debit,Online,USA,0,1,0,0.78,21,Mobile,0
56930,2025-09-24 20:56:51,104.45,Food,7107,Credit,ATM,France,0,0,0,6.11,20,Terminal,0
55415,2024-01-30 14:51:11,343.79,Utilities,2350,Gold,POS,USA,0,0,0,3.03,14,Mobile,0
93597,2025-06-23 14:38:11,65.47,Fuel,7071,Platinum,POS,UK,0,0,0,0.3,14,Mobile,0
39867,2024-12-24 14:06:29,324.74,Entertainment,4754,Gold,POS,Singapore,0,0,1,16.86,14,Mobile,0
39880,2025-06-21 15:09:04,80.5,Utilities,2092,Platinum,ATM,Singapore,1,0,1,1.37,15,Terminal,0
30812,2024-02-29 23:51:45,92.22,Electronics,3916,Platinum,POS,India,0,1,0,6.03,23,Terminal,0
59278,2024-03-18 06:40:03,327.22,Electronics,2012,Credit,POS,India,0,0,1,0.2,6,Terminal,1
19106,2024-02-03 06:19:37,42.3,Fuel,1567,Debit,Online,France,1,0,0,4.53,6,Mobile,0
59745,2024-04-25 19:43:07,187.76,Clothing,8713,Credit,POS,France,0,0,0,0.14,19,Mobile,0
31391,2024-05-23 06:49:26,165.59,Entertainment,2343,Platinum,POS,USA,1,0,0,4.09,6,Terminal,0
41143,2024-11-07 13:32:13,94.24,Clothing,8069,Platinum,POS,France,1,1,1,14.25,13,Terminal,0
41051,2024-02-19 16:22:14,134.87,Clothing,6446,Platinum,Online,UK,0,0,1,4.62,16,Mobile,0
49284,2024-07-02 21:04:40,129.27,Clothing,3193,Platinum,Online,Australia,1,1,0,1.57,21,Web,0
67895,2024-02-24 13:56:57,491.93,Entertainment,2423,Platinum,POS,Germany,0,1,0,3.18,13,Web,0
49028,2025-04-26 04:30:34,265.8,Health,6377,Debit,POS,Singapore,0,0,0,3.99,4,Terminal,0
27045,2024-07-14 02:50:52,167.31,Electronics,2893,Gold,Online,Germany,1,1,1,4.5,2,Terminal,0
14253,2024-01-29 01:28:22,91.62,Food,9188,Credit,POS,France,0,1,0,7.73,1,Mobile,0
39030,2024-06-20 11:32:19,57.1,Electronics,6719,Gold,Online,USA,0,0,0,0.63,11,Terminal,0
18741,2024-01-05 22:47:04,316.45,Health,9972,Credit,Online,Singapore,0,0,0,2.64,22,Terminal,0
83438,2024-11-30 23:31:14,63.46,Online Services,6299,Gold,POS,Singapore,0,0,1,6.72,23,Terminal,0
98162,2024-11-16 21:04:48,107.79,Groceries,8214,Credit,POS,Australia,0,0,0,0.21,21,Mobile,0
67175,2025-05-06 13:02:14,107.06,Entertainment,5479,Debit,Online,India,1,0,0,5.73,13,Terminal,0
72959,2024-06-22 23:10:19,137.27,Fuel,8783,Credit,Online,USA,0,0,1,0.62,23,Terminal,0
55367,2025-05-23 03:55:13,62.21,Utilities,2368,Platinum,Online,UK,0,1,0,0.21,3,Terminal,0
30393,2025-04-26 20:27:29,74.5,Food,3457,Debit,Online,Singapore,0,0,0,3.89,20,Terminal,0
98771,2025-01-27 12:28:03,35.62,Food,8883,Platinum,ATM,Germany,0,0,1,6.19,12,Terminal,0
80141,2025-08-28 15:16:18,170.87,Online Services,7455,Debit,Online,USA,0,0,0,1.19,15,Web,0
30835,2024-03-17 15:21:23,364.93,Online Services,4873,Credit,ATM,Canada,0,0,0,2.45,15,Terminal,0
28723,2024-10-06 05:40:01,56.2,Fuel,8259,Credit,Online,Germany,1,0,0,0.49,5,Mobile,1
23422,2024-06-26 05:54:47,214.46,Utilities,4123,Credit,POS,Australia,0,1,1,8.01,5,Web,0
24174,2024-11-10 12:46:34,628.21,Electronics,8228,Gold,ATM,UK,0,0,0,0.66,12,Terminal,0
52075,2024-11-16 12:56:41,216.05,Groceries,1353,Debit,POS,UK,0,0,0,0.5,12,Mobile,0
43872,2024-04-06 02:40:21,88.19,Fuel,2078,Platinum,POS,Germany,0,0,1,4.03,2,Web,0
99420,2025-02-01 21:00:26,10.81,Online Services,6205,Gold,ATM,USA,1,0,0,8.22,21,Terminal,0
48205,2024-08-19 10:38:24,52.01,Electronics,5213,Debit,ATM,France,0,1,1,18.82,10,Terminal,0
98020,2024-10-18 19:13:54,13.19,Health,9583,Platinum,ATM,Canada,0,1,1,2.02,19,Mobile,0
42469,2025-01-18 15:05:29,227.84,Food,8912,Platinum,POS,UK,0,1,1,1.74,15,Terminal,0
76120,2024-02-26 18:10:49,17.31,Online Services,1148,Gold,ATM,USA,0,1,0,0.85,18,Mobile,0
43729,2024-09-10 13:34:10,82.75,Groceries,9255,Platinum,ATM,UK,0,0,0,0.86,13,Mobile,0
16934,2024-04-19 00:27:30,35.25,Online Services,2918,Debit,Online,France,0,0,0,7.22,0,Terminal,0
81215,2024-11-22 07:52:06,175.31,Health,9012,Debit,POS,Canada,1,1,0,1.5,7,Mobile,0
72940,2024-04-19 01:25:37,48.61,Food,7742,Debit,Online,France,0,0,0,21.71,1,Mobile,0
79112,2024-04-03 01:59:21,70.89,Entertainment,3436,Gold,POS,Australia,1,0,0,2.55,1,Mobile,0
